Red Value, IR Value
-15800,-14758
-15805,-14785
-15787,-14749
-15818,-14775
-15792,-14743
-15793,-14774
-15791,-14745
-15791,-14756
-15771,-14709
-15746,-14695
-15743,-14656
-15743,-14643
-15719,-14615
-15728,-14603
-15706,-14574
-15690,-14598
-15712,-14596
-15745,-14616
-15711,-14590
-15723,-14600
-15719,-14616
-15732,-14641
-15732,-14625
-15754,-14644
-15739,-14620
-15734,-14647
-15741,-14654
-15764,-14681
-15743,-14652
-15768,-14669
-15740,-14654
-15725,-14685
-15752,-14656
-15759,-14682
-15737,-14647
-15753,-14661
-15728,-14638
-15728,-14664
-15740,-14657
-15748,-14684
-15738,-14650
-15726,-14678
-15748,-14665
-15755,-14694
-15754,-14674
-15768,-14677
-15743,-14677
-15738,-14695
-15751,-14669
-15760,-14698
-15753,-14662
-15772,-14671
-15743,-14653
-15730,-14669
-15744,-14658
-15757,-14675
-15745,-14643
-15730,-14672
-15748,-14654
-15758,-14678
-15743,-14653
-15761,-14678
-15752,-14657
-15741,-14679
-15750,-14678
-15763,-14697
-15746,-14666
-15776,-14701
-15737,-14661
-15732,-14710
-15746,-14716
-15777,-14771
-15773,-14749
-15798,-14774
-15769,-14747
-15768,-14774
-15780,-14749
-15775,-14758
-15764,-14716
-15730,-14692
-15738,-14656
-15728,-14638
-15694,-14589
-15705,-14571
-15675,-14538
-15652,-14547
-15669,-14533
-15671,-14542
-15674,-14523
-15693,-14546
-15665,-14529
-15684,-14561
-15683,-14556
-15701,-14586
-15692,-14570
-15675,-14594
-15707,-14582
-15716,-14607
-15695,-14585
-15728,-14616
-15690,-14581
-15684,-14617
-15702,-14604
-15709,-14612
-15698,-14585
-15676,-14595
-15682,-14593
-15703,-14612
-15677,-14588
-15706,-14606
-15683,-14593
-15678,-14627
-15697,-14605
-15703,-14641
-15693,-14620
-15694,-14640
-15700,-14640
-15713,-14672
-15706,-14646
-15727,-14672
-15709,-14645
-15693,-14687
-15716,-14676
-15730,-14709
-15714,-14675
-15734,-14712
-15703,-14679
-15712,-14723
-15721,-14691
-15727,-14725
-15711,-14696
-15704,-14721
-15722,-14727
-15733,-14744
-15716,-14727
-15748,-14752
-15726,-14708
-15717,-14754
-15725,-14728
-15744,-14754
-15726,-14743
-15711,-14746
-15726,-14762
-15721,-14787
-15738,-14769
-15745,-14775
-15720,-14727
-15700,-14717
-15699,-14676
-15697,-14677
-15673,-14642
-15687,-14649
-15667,-14613
-15658,-14642
-15669,-14629
-15678,-14661
-15679,-14629
-15698,-14661
-15682,-14643
-15680,-14664
-15697,-14666
-15721,-14698
-15693,-14671
-15730,-14694
-15704,-14656
-15698,-14700
-15718,-14689
-15732,-14714
-15719,-14676
-15711,-14675
-15712,-14668
-15716,-14686
-15712,-14661
-15729,-14679
-15715,-14645
-15698,-14669
-15713,-14668
-15732,-14695
-15722,-14691
-15739,-14738
-15716,-14714
-15715,-14736
-15743,-14725
-15740,-14753
-15741,-14739
-15776,-14763
-15733,-14738
-15743,-14782
-15748,-14776
-15760,-14800
-15753,-14771
-15734,-14786
-15755,-14788
-15769,-14795
-15751,-14770
-15781,-14786
-15747,-14757
-15744,-14768
-15764,-14763
-15754,-14777
-15758,-14752
-15733,-14736
-15751,-14752
-15744,-14757
-15741,-14745
-15753,-14762
-15729,-14725
-15713,-14716
-15731,-14703
-15713,-14695
-15699,-14646
-15699,-14647
-15666,-14597
-15656,-14576
-15649,-14562
-15664,-14585
-15655,-14545
-15656,-14574
-15643,-14558
-15638,-14575
-15660,-14583
-15667,-14612
-15664,-14579
-15689,-14609
-15664,-14574
-15666,-14616
-15683,-14614
-15683,-14645
-15674,-14612
-15716,-14637
-15679,-14596
-15671,-14630
-15674,-14622
-15698,-14636
-15677,-14608
-15650,-14625
-15656,-14616
-15681,-14638
-15672,-14609
-15687,-14632
-15658,-14604
-15669,-14638
-15664,-14630
-15686,-14652
-15664,-14627
-15657,-14650
-15675,-14635
-15690,-14665
-15677,-14631
-15708,-14653
-15673,-14625
-15663,-14669
-15684,-14643
-15694,-14668
-15684,-14627
-15666,-14652
-15681,-14642
-15692,-14656
-15683,-14644
-15697,-14663
-15675,-14623
-15659,-14668
-15683,-14646
-15698,-14670
-15678,-14634
-15678,-14642
-15672,-14647
-15688,-14664
-15685,-14644
-15698,-14667
-15687,-14634
-15663,-14646
-15678,-14629
-15688,-14633
-15655,-14593
-15675,-14571
-15641,-14544
-15607,-14533
-15621,-14493
-15622,-14514
-15600,-14460
-15616,-14491
-15595,-14456
-15588,-14491
-15605,-14497
-15614,-14523
-15608,-14488
-15605,-14502
-15617,-14510
-15608,-14534
-15618,-14526
-15646,-14555
-15628,-14529
-15622,-14551
-15633,-14534
-15642,-14557
-15626,-14518
-15658,-14529
-15610,-14502
-15608,-14528
-15619,-14515
-15629,-14520
-15618,-14493
-15636,-14518
-15600,-14477
-15606,-14520
-15615,-14495
-15632,-14530
-15615,-14501
-15607,-14522
-15629,-14518
-15640,-14540
-15617,-14519
-15642,-14532
-15615,-14515
-15612,-14560
-15633,-14536
-15649,-14561
-15638,-14530
-15657,-14559
-15618,-14526
-15632,-14567
-15631,-14551
-15648,-14581
-15629,-14543
-15617,-14563
-15641,-14561
-15647,-14590
-15635,-14564
-15654,-14587
-15633,-14568
-15620,-14594
-15643,-14588
-15656,-14609
-15655,-14588
-15660,-14613
-15637,-14595
-15644,-14621
-15644,-14619
-15653,-14653
-15648,-14616
-15665,-14626
-15635,-14574
-15618,-14587
-15612,-14553
-15616,-14540
-15588,-14512
-15575,-14501
-15581,-14499
-15583,-14526
-15593,-14497
-15606,-14539
-15583,-14508
-15588,-14551
-15598,-14548
-15621,-14586
-15608,-14554
-15596,-14576
-15625,-14582
-15624,-14607
-15631,-14594
-15659,-14621
-15618,-14607
-15625,-14630
-15629,-14623
-15652,-14644
-15631,-14608
-15614,-14630
-15628,-14620
-15631,-14632
-15625,-14614
-15633,-14623
-15609,-14606
-15621,-14650
-15629,-14634
-15642,-14672
-15634,-14631
-15662,-14661
-15638,-14648
-15631,-14682
-15644,-14674
-15664,-14704
-15648,-14674
-15635,-14702
-15645,-14691
-15673,-14710
-15654,-14703
-15692,-14725
-15651,-14699
-15659,-14729
-15670,-14723
-15681,-14747
-15660,-14719
-15657,-14729
-15677,-14717
-15678,-14751
-15669,-14730
-15692,-14736
-15671,-14722
-15658,-14755
-15671,-14734
-15692,-14767
-15677,-14726
-15692,-14738
-15669,-14699
-15639,-14696
-15647,-14660
-15646,-14654
-15627,-14616
-15614,-14613
-15620,-14607
-15625,-14631
-15628,-14602
-15646,-14626
-15631,-14607
-15631,-14637
-15631,-14642
-15662,-14660
-15648,-14647
-15684,-14657
-15658,-14620
-15651,-14681
-15664,-14667
-15690,-14682
-15665,-14661
-15664,-14673
-15662,-14670
-15674,-14678
-15672,-14644
-15679,-14663
-15659,-14635
-15656,-14652
-15663,-14642
-15672,-14669
-15657,-14647
-15685,-14658
-15661,-14627
-15647,-14670
-15672,-14665
-15683,-14684
-15663,-14652
-15702,-14689
-15656,-14656
-15678,-14699
-15667,-14682
-15699,-14710
-15686,-14674
-15667,-14697
-15682,-14689
