Red Value, IR Value
-16914,-15758
-16901,-15743
-16916,-15769
-16880,-15738
-16874,-15787
-16897,-15766
-16906,-15768
-16880,-15712
-16852,-15660
-16818,-15596
-16794,-15522
-16760,-15454
-16713,-15433
-16736,-15413
-16740,-15436
-16731,-15400
-16754,-15428
-16724,-15403
-16722,-15443
-16729,-15439
-16749,-15478
-16732,-15440
-16734,-15470
-16735,-15459
-16765,-15489
-16749,-15476
-16765,-15511
-16743,-15487
-16763,-15540
-16780,-15521
-16801,-15551
-16776,-15515
-16773,-15549
-16777,-15531
-16781,-15558
-16778,-15523
-16765,-15529
-16781,-15526
-16776,-15551
-16774,-15525
-16798,-15548
-16773,-15528
-16777,-15578
-16789,-15567
-16812,-15600
-16793,-15570
-16778,-15596
-16791,-15594
-16819,-15620
-16785,-15597
-16832,-15630
-16796,-15610
-16812,-15643
-16820,-15640
-16839,-15670
-16809,-15629
-16809,-15672
-16830,-15683
-16837,-15690
-16835,-15663
-16840,-15700
-16827,-15676
-16829,-15714
-16836,-15703
-16857,-15726
-16833,-15683
-16795,-15649
-16790,-15598
-16763,-15540
-16734,-15441
-16730,-15423
-16688,-15378
-16689,-15387
-16689,-15381
-16706,-15395
-16705,-15370
-16725,-15407
-16692,-15376
-16714,-15425
-16713,-15403
-16727,-15430
-16701,-15411
-16693,-15437
-16712,-15426
-16727,-15465
-16713,-15445
-16725,-15476
-16727,-15479
-16747,-15505
-16749,-15492
-16731,-15502
-16738,-15488
-16746,-15516
-16734,-15484
-16753,-15497
-16721,-15475
-16716,-15496
-16732,-15501
-16743,-15522
-16731,-15495
-16731,-15520
-16732,-15506
-16754,-15547
-16733,-15520
-16760,-15553
-16737,-15519
-16723,-15569
-16750,-15544
-16768,-15591
-16752,-15559
-16753,-15586
-16757,-15584
-16774,-15606
-16760,-15594
-16746,-15600
-16770,-15595
-16781,-15630
-16767,-15613
-16793,-15645
-16775,-15615
-16757,-15641
-16771,-15641
-16782,-15675
-16774,-15646
-16788,-15659
-16759,-15600
-16742,-15565
-16715,-15504
-16693,-15451
-16659,-15391
-16619,-15361
-16635,-15337
-16643,-15360
-16622,-15330
-16663,-15357
-16635,-15338
-16625,-15353
-16650,-15356
-16654,-15385
-16640,-15351
-16629,-15372
-16642,-15370
-16656,-15410
-16650,-15396
-16672,-15422
-16646,-15402
-16643,-15467
-16666,-15422
-16688,-15469
-16672,-15445
-16661,-15445
-16668,-15446
-16671,-15464
-16665,-15441
-16667,-15455
-16648,-15429
-16652,-15468
-16668,-15459
-16674,-15480
-16667,-15455
-16654,-15486
-16677,-15476
-16689,-15516
-16672,-15491
-16719,-15514
-16669,-15492
-16680,-15535
-16692,-15537
-16713,-15574
-16679,-15534
-16690,-15565
-16697,-15558
-16714,-15588
-16706,-15565
-16719,-15585
-16703,-15566
-16698,-15600
-16718,-15595
-16736,-15613
-16709,-15596
-16710,-15614
-16719,-15620
-16721,-15646
-16723,-15635
-16749,-15648
-16730,-15615
-16700,-15607
-16703,-15545
-16686,-15497
-16638,-15420
-16602,-15376
-16600,-15344
-16601,-15348
-16591,-15321
-16612,-15350
-16591,-15311
-16585,-15346
-16610,-15356
-16610,-15373
-16608,-15364
-16631,-15389
-16604,-15345
-16598,-15399
-16609,-15380
-16625,-15418
-16611,-15395
-16605,-15441
-16627,-15436
-16641,-15476
-16635,-15451
-16672,-15472
-16617,-15440
-16627,-15474
-16636,-15456
-16644,-15471
-16633,-15441
-16613,-15470
-16628,-15458
-16644,-15471
-16626,-15448
-16653,-15473
-16612,-15452
-16618,-15506
-16623,-15481
-16643,-15533
-16635,-15486
-16620,-15518
-16647,-15519
-16664,-15537
-16644,-15526
-16679,-15553
-16661,-15524
-16645,-15565
-16668,-15552
-16693,-15580
-16680,-15548
-16685,-15570
-16659,-15552
-16676,-15593
-16679,-15564
-16700,-15594
-16674,-15551
-16668,-15534
-16647,-15496
-16634,-15445
-16595,-15384
-16589,-15352
-16550,-15289
-16535,-15321
-16552,-15289
-16571,-15317
-16546,-15287
-16537,-15317
-16551,-15324
-16557,-15343
-16566,-15330
-16576,-15359
-16541,-15328
-16549,-15362
-16548,-15367
-16565,-15405
-16580,-15387
-16598,-15421
-16583,-15400
-16585,-15448
-16577,-15424
-16606,-15440
-16570,-15415
-16563,-15431
-16578,-15434
-16592,-15457
-16584,-15421
-16568,-15434
-16584,-15440
-16601,-15462
-16585,-15442
-16613,-15471
-16586,-15451
-16596,-15501
-16610,-15489
-16635,-15525
-16620,-15488
-16614,-15516
-16626,-15512
-16637,-15550
-16635,-15521
-16661,-15561
-16640,-15529
-16633,-15567
-16639,-15557
-16675,-15591
-16652,-15562
-16650,-15592
-16677,-15586
-16677,-15620
-16672,-15602
-16705,-15620
-16664,-15597
-16669,-15639
-16679,-15617
-16691,-15624
-16662,-15556
-16622,-15511
-16614,-15437
-16583,-15391
-16563,-15335
-16560,-15310
-16537,-15297
-16532,-15307
-16544,-15306
-16563,-15341
-16549,-15305
-16588,-15335
-16544,-15310
-16539,-15351
-16551,-15331
-16574,-15366
-16556,-15339
-16554,-15381
-16564,-15364
-16584,-15400
-16572,-15393
-16604,-15422
-16585,-15396
-16579,-15443
-16605,-15424
-16617,-15459
-16595,-15420
-16582,-15433
-16600,-15427
-16604,-15443
-16588,-15424
-16621,-15444
-16597,-15422
-16598,-15459
-16597,-15441
-16633,-15482
-16601,-15452
-16590,-15472
-16612,-15486
-16623,-15502
-16629,-15487
-16648,-15518
-16626,-15499
-16623,-15529
-16636,-15532
-16646,-15563
-16645,-15527
-16628,-15553
-16658,-15558
-16656,-15588
-16655,-15564
-16692,-15586
-16654,-15582
-16647,-15600
-16675,-15604
-16695,-15629
-16682,-15596
-16699,-15627
-16674,-15602
-16677,-15641
-16687,-15632
-16690,-15655
-16686,-15621
-16663,-15618
-16673,-15568
-16648,-15527
-16612,-15441
-16603,-15398
-16561,-15343
-16547,-15350
-16548,-15351
-16568,-15363
-16562,-15329
-16560,-15355
-16566,-15354
-16597,-15388
-16588,-15367
-16611,-15392
-16592,-15353
-16590,-15401
-16608,-15384
-16610,-15415
-16600,-15402
-16603,-15408
-16611,-15443
-16629,-15465
-16617,-15440
-16648,-15463
-16618,-15426
-16613,-15468
-16627,-15463
-16639,-15472
-16617,-15441
-16614,-15465
-16638,-15448
-16640,-15480
-16635,-15467
-16660,-15502
-16627,-15471
-16627,-15514
-16637,-15498
-16655,-15550
-16654,-15503
-16636,-15541
-16648,-15532
-16682,-15574
-16644,-15547
-16684,-15572
-16660,-15562
-16662,-15598
-16681,-15585
-16707,-15609
-16692,-15583
-16678,-15615
-16692,-15616
-16706,-15634
-16705,-15626
-16721,-15644
-16700,-15621
-16690,-15657
-16699,-15649
-16727,-15680
-16708,-15663
-16701,-15677
-16717,-15682
-16730,-15714
-16735,-15691
-16758,-15722
-16730,-15693
-16736,-15733
-16737,-15725
-16760,-15756
-16749,-15744
-16727,-15759
-16761,-15748
-16765,-15730
-16742,-15673
-16732,-15604
-16669,-15536
-16633,-15492
-16627,-15454
-16635,-15457
-16619,-15417
-16644,-15438
-16620,-15409
-16635,-15464
-16652,-15443
-16670,-15472
-16652,-15453
-16645,-15481
-16669,-15473
-16681,-15519
-16667,-15481
-16698,-15513
-16681,-15484
-16682,-15535
-16704,-15534
-16729,-15567
-16725,-15540
-16704,-15558
-16714,-15553
-16728,-15584
-16711,-15547
-16738,-15555
-16709,-15522
-16693,-15558
-16712,-15541
-16720,-15572
-16711,-15545
-16702,-15562
-16711,-15586
-16731,-15601
-16716,-15579
-16738,-15605
-16722,-15567
-16726,-15618
-16738,-15608
-16745,-15655
-16737,-15608
-16728,-15635
-16749,-15630
-16749,-15670
-16741,-15640
-16760,-15654
-16736,-15639
-16743,-15674
-16745,-15670
-16761,-15706
-16752,-15657
-16738,-15697
-16752,-15689
-16777,-15708
-16740,-15684
-16730,-15706
-16743,-15711
-16758,-15719
-16748,-15696
-16756,-15668
-16715,-15591
-16687,-15552
-16666,-15491
-16661,-15477
-16642,-15434
-16615,-15452
-16634,-15432
-16644,-15466
-16632,-15432
-16662,-15460
-16631,-15440
-16624,-15483
-16646,-15465
-16651,-15501
-16650,-15469
-16629,-15495
-16645,-15502
-16674,-15533
-16656,-15519
-16691,-15558
-16674,-15542
-16656,-15582
-16687,-15563
-16698,-15601
-16675,-15571
-16668,-15564
-16666,-15578
-16682,-15599
-16671,-15566
-16700,-15595
-16672,-15548
-16663,-15604
-16680,-15571
-16700,-15611
-16680,-15580
-16673,-15622
-16696,-15618
-16708,-15632
-16707,-15630
-16703,-15656
-16698,-15652
-16727,-15685
-16721,-15666
-16740,-15688
-16721,-15658
-16719,-15710
-16736,-15702
-16764,-15726
-16733,-15695
-16731,-15726
-16742,-15720
-16755,-15750
-16745,-15718
-16767,-15757
-16752,-15725
-16742,-15763
-16749,-15748
-16781,-15776
-16750,-15759
-16740,-15787
-16759,-15775
-16777,-15807
-16767,-15743
-16764,-15702
-16723,-15624
-16665,-15574
-16651,-15503
-16660,-15481
-16614,-15431
-16595,-15446
-16607,-15430
-16622,-15456
-16607,-15434
-16636,-15448
-16599,-15435
-16583,-15457
-16600,-15440
-16606,-15473
-16580,-15448
-16585,-15471
-16590,-15478
-16607,-15500
-16608,-15511
-16632,-15525
-16611,-15518
-16617,-15554
-16634,-15537
-16640,-15575
-16623,-15545
-16643,-15556
-16618,-15541
-16612,-15563
-16631,-15539
-16654,-15574
-16609,-15541
-16608,-15547
-16619,-15551
-16634,-15577
-16625,-15555
-16656,-15594
-16629,-15564
-16633,-15601
-16632,-15593
-16661,-15635
-16647,-15601
-16634,-15637
-16660,-15635
-16670,-15661
-16672,-15633
-16698,-15673
-16672,-15645
-16669,-15679
-16679,-15673
-16706,-15707
-16676,-15675
-16683,-15707
-16693,-15693
-16703,-15746
-16695,-15698
-16692,-15718
-16699,-15725
-16711,-15747
-16703,-15733
-16718,-15749
-16707,-15728
-16701,-15779
-16711,-15762
-16743,-15777
-16719,-15715
-16670,-15666
-16669,-15608
-16622,-15547
-16611,-15486
-16604,-15473
-16566,-15404
-16562,-15431
-16575,-15426
-16581,-15446
-16585,-15423
-16598,-15452
-16578,-15411
-16570,-15455
-16581,-15452
-16603,-15482
-16579,-15458
-16574,-15487
-16579,-15477
-16602,-15525
-16615,-15484
-16636,-15519
-16622,-15525
-16617,-15555
-16635,-15540
-16652,-15568
-16628,-15541
-16609,-15541
-16616,-15540
-16618,-15564
-16617,-15543
-16624,-15554
-16618,-15535
-16610,-15561
-16623,-15547
-16642,-15588
-16619,-15561
-16658,-15587
-16600,-15577
-16614,-15618
-16624,-15609
-16655,-15642
-16650,-15608
-16635,-15644
-16646,-15635
-16652,-15673
-16656,-15647
-16680,-15673
-16649,-15657
-16653,-15689
-16656,-15683
-16679,-15711
-16656,-15674
-16654,-15714
-16663,-15711
-16683,-15746
-16677,-15718
-16705,-15737
-16675,-15726
-16678,-15758
-16683,-15755
-16708,-15787
-16682,-15747
-16704,-15728
-16660,-15659
-16619,-15619
-16618,-15539
-16593,-15517
-16563,-15440
-16550,-15433
-16552,-15435
-16571,-15459
-16569,-15426
-16597,-15467
-16576,-15442
-16571,-15501
-16594,-15477
-16618,-15512
-16601,-15497
-16595,-15522
-16611,-15518
-16627,-15548
-16623,-15535
-16644,-15579
-16623,-15556
-16634,-15598
-16632,-15575
-16645,-15613
-16629,-15591
-16619,-15596
-16626,-15591
-16631,-15628
-16602,-15586
-16645,-15609
-16625,-15577
-16615,-15609
-16636,-15595
-16651,-15635
-16645,-15603
-16670,-15630
-16630,-15608
-16622,-15643
-16633,-15629
-16661,-15662
-16639,-15631
-16626,-15669
-16645,-15655
-16668,-15689
-16651,-15663
-16682,-15676
-16654,-15680
-16657,-15712
-16670,-15687
-16674,-15723
-16657,-15698
-16671,-15717
-16666,-15707
-16665,-15747
-16667,-15728
-16698,-15741
-16670,-15698
-16659,-15703
-16641,-15637
-16639,-15586
-16586,-15517
-16552,-15490
-16558,-15462
-16555,-15463
-16554,-15423
-16533,-15432
-16549,-15435
-16561,-15467
-16548,-15447
-16579,-15472
-16554,-15456
-16560,-15490
-16549,-15470
-16576,-15513
-16560,-15488
-16555,-15520
-16566,-15519
-16588,-15545
-16582,-15539
-16608,-15561
-16585,-15535
-16575,-15567
-16577,-15542
-16602,-15564
-16562,-15526
-16543,-15539
-16575,-15536
-16581,-15555
-16577,-15517
-16603,-15553
-16561,-15532
-16596,-15566
-16562,-15554
-16589,-15569
-16574,-15557
-16570,-15596
-16593,-15578
-16610,-15608
-16597,-15586
-16585,-15601
-16592,-15615
-16613,-15637
-16605,-15617
-16623,-15640
-16609,-15615
-16590,-15657
-16612,-15636
-16631,-15676
-16612,-15656
-16606,-15652
-16615,-15652
-16618,-15625
-16591,-15566
-16571,-15519
-16524,-15440
-16508,-15421
-16501,-15385
-16502,-15400
-16500,-15366
-16480,-15371
-16505,-15378
-16518,-15395
-16505,-15380
-16529,-15427
-16497,-15387
-16495,-15406
-16515,-15399
-16519,-15425
-16524,-15412
-16532,-15437
-16522,-15409
-16514,-15466
-16522,-15461
-16549,-15515
-16535,-15474
-16522,-15508
-16547,-15472
-16540,-15502
-16531,-15476
-16556,-15496
-16517,-15459
-16530,-15497
-16539,-15481
-16555,-15495
-16518,-15479
-16528,-15505
-16544,-15504
-16553,-15533
-16541,-15516
-16531,-15535
-16551,-15532
-16569,-15569
-16556,-15546
-16586,-15574
-16547,-15549
-16563,-15588
-16576,-15583
-16578,-15611
-16584,-15574
-16600,-15621
-16571,-15584
-16579,-15619
-16590,-15604
-16603,-15633
-16587,-15610
-16582,-15644
-16593,-15633
-16612,-15663
-16596,-15629
-16591,-15645
-16590,-15604
-16580,-15573
-16545,-15487
-16531,-15439
-16493,-15379
-16467,-15370
-16463,-15345
-16488,-15355
-16464,-15318
-16448,-15347
-16467,-15339
-16485,-15370
-16481,-15338
-16499,-15376
-16453,-15347
-16468,-15366
-16469,-15368
-16488,-15395
-16479,-15376
-16501,-15415
-16479,-15378
-16490,-15437
-16498,-15419
-16518,-15448
-16503,-15437
-16489,-15459
-16501,-15444
-16509,-15469
-16508,-15429
-16523,-15458
-16489,-15408
-16510,-15468
-16505,-15437
-16524,-15476
-16504,-15440
-16499,-15472
-16510,-15474
-16528,-15507
-16507,-15475
-16499,-15501
-16514,-15509
-16530,-15533
-16534,-15512
-16560,-15541
-16535,-15518
