Red Value, IR Value
-15113,-14061
-15115,-14058
-15077,-14003
-15059,-14035
-15067,-14003
-15084,-14020
-15066,-13988
-15052,-14010
-15069,-14002
-15082,-14018
-15064,-14002
-15087,-14017
-15069,-13991
-15067,-14013
-15075,-14004
-15087,-14028
-15077,-14000
-15101,-14019
-15079,-13977
-15078,-14031
-15073,-14007
-15091,-14034
-15077,-13990
-15063,-14001
-15071,-14002
-15074,-14019
-15074,-13990
-15082,-14002
-15059,-13971
-15051,-14005
-15053,-13989
-15068,-14006
-15061,-13983
-15072,-13998
-15049,-13969
-15046,-13994
-15044,-13981
-15063,-14016
-15045,-13988
-15031,-13989
-15052,-14010
-15047,-14027
-15069,-13997
-15069,-14031
-15044,-13999
-15054,-14020
-15047,-14020
-15060,-14036
-15052,-14007
-15069,-14017
-15062,-13977
-15039,-14009
-15056,-13996
-15063,-14024
-15051,-13990
-15071,-14005
-15042,-13969
-15021,-14001
-15044,-13959
-15045,-13970
-15011,-13923
-15004,-13907
-14990,-13889
-14993,-13889
-14982,-13853
-14991,-13874
-14981,-13828
-14971,-13863
-14983,-13849
-15005,-13873
-14981,-13851
-15012,-13872
-14980,-13838
-14974,-13876
-14989,-13848
-14998,-13889
-14984,-13854
-15022,-13865
-14987,-13826
-14973,-13857
-14989,-13838
-14992,-13851
-14990,-13813
-14965,-13831
-14981,-13812
-14988,-13836
-14971,-13812
-14996,-13824
-14960,-13802
-14955,-13836
-14973,-13821
-14975,-13848
-14971,-13811
-14993,-13836
-14962,-13801
-14961,-13847
-14973,-13826
-14992,-13864
-14967,-13825
-14959,-13859
-14971,-13841
-14977,-13866
-14986,-13850
-14996,-13867
-14970,-13846
-14969,-13862
-14973,-13860
-14989,-13887
-14979,-13857
-14996,-13877
-14978,-13853
-14971,-13884
-14983,-13872
-15000,-13909
-14985,-13875
-14968,-13895
-14985,-13871
-14987,-13897
-14975,-13854
-14989,-13860
-14952,-13813
-14945,-13840
-14946,-13808
-14964,-13820
-14933,-13786
-14928,-13801
-14949,-13797
-14948,-13821
-14947,-13799
-14969,-13842
-14950,-13802
-14946,-13827
-14949,-13824
-14977,-13859
-14968,-13822
-14984,-13846
-14961,-13821
-14969,-13857
-14969,-13839
-14987,-13863
-14962,-13846
-14963,-13855
-14969,-13845
-14972,-13872
-14963,-13841
-14977,-13878
-14957,-13833
-14940,-13861
-14953,-13854
-14977,-13878
-14960,-13858
-14981,-13874
-14963,-13862
-14963,-13895
-14977,-13880
-14985,-13905
-14975,-13877
-14968,-13899
-14972,-13900
-14985,-13922
-14984,-13897
-15003,-13925
-14988,-13883
-14969,-13928
-14983,-13909
-14993,-13938
-14986,-13917
-14977,-13934
-14993,-13940
-15016,-13961
-15003,-13930
-15027,-13973
-14989,-13939
-14987,-13974
-15007,-13970
-15017,-13989
-14998,-13957
-15012,-13957
-14985,-13908
-14977,-13928
-14974,-13900
-14994,-13935
-14970,-13897
-14958,-13890
-14980,-13917
-14988,-13936
-14986,-13910
-15004,-13939
-14986,-13911
-14983,-13946
-14993,-13941
-15008,-13959
-15000,-13952
-15034,-13965
-15006,-13937
-14999,-13974
-15013,-13952
-15019,-13980
-15009,-13932
-15033,-13925
-14984,-13895
-14980,-13905
-14975,-13875
-15002,-13896
-14978,-13862
-14978,-13899
-14993,-13896
-15018,-13928
-15002,-13920
-14994,-13958
-15005,-13947
-15026,-13989
-15022,-13959
-15045,-13993
-15022,-13962
-15026,-14008
-15031,-14000
-15053,-14033
-15026,-13995
-15021,-14017
-15045,-14007
-15047,-14031
-15048,-14008
-15076,-14019
-15039,-13997
-15046,-14031
-15047,-14013
-15065,-14040
-15051,-14008
-15027,-14030
-15043,-14016
-15062,-14020
-15032,-13984
-15048,-13990
-15013,-13945
-14998,-13964
-15012,-13943
-15021,-13969
-15015,-13937
-15040,-13962
-15005,-13944
-15009,-13994
-15029,-13983
-15048,-14014
-15035,-13996
-15029,-14024
-15042,-14010
-15062,-14040
-15049,-14016
-15078,-14033
-15046,-14007
-15044,-14034
-15064,-14020
-15073,-14039
-15049,-14012
-15043,-14026
-15052,-14014
-15061,-14032
-15050,-14002
-15072,-14024
-15047,-13992
-15039,-14025
-15048,-14002
-15065,-14028
-15046,-14007
-15078,-14035
-15052,-13990
-15037,-14040
-15063,-14030
-15077,-14045
-15061,-14020
-15051,-14041
-15053,-14036
-15074,-14061
-15060,-14030
-15086,-14058
-15060,-14028
-15063,-14055
-15069,-14039
-15071,-14052
-15057,-14028
-15080,-14034
-15052,-14001
-15044,-14028
-15046,-14007
-15073,-14037
-15039,-13989
-15029,-14007
-15027,-13987
-15035,-13978
-15018,-13931
-14985,-13929
-15005,-13920
-15010,-13922
-14988,-13887
-15017,-13903
-14989,-13879
-14977,-13914
-15004,-13892
-15016,-13938
-15000,-13911
-14995,-13918
-15005,-13919
-15031,-13954
-15015,-13924
-15039,-13954
-15021,-13918
-15009,-13963
-15017,-13952
-15033,-13980
-15012,-13934
-14999,-13949
-15013,-13946
-15018,-13966
-14995,-13917
-15013,-13947
-14989,-13899
-14988,-13932
-14989,-13911
-15020,-13922
-14989,-13913
-14975,-13929
-14989,-13924
-15003,-13964
-14988,-13935
-15007,-13962
-14987,-13930
-14987,-13977
-14998,-13974
-15009,-13992
-15005,-13957
-14988,-13986
-15007,-13975
-15001,-13997
-15001,-13978
-15025,-13998
-14997,-13980
-14983,-14010
-15010,-13997
-15025,-14020
-15009,-13987
-15035,-14006
-14996,-13981
-14998,-14012
-15000,-14001
-15029,-14028
-15004,-13993
-14997,-14008
-15006,-13995
-15004,-14000
-14987,-13962
-14999,-13952
-14966,-13919
-14946,-13935
-14971,-13914
-14970,-13936
-14962,-13913
-14985,-13940
-14957,-13924
-14967,-13944
-14977,-13939
-14987,-13965
-14982,-13930
-14966,-13925
-14976,-13954
-14994,-13980
-14978,-13951
-15008,-13977
-14987,-13944
-14976,-13968
-14988,-13972
-14996,-13985
-14997,-13977
-15011,-13989
-14988,-13949
-14983,-13990
-14986,-13974
-14997,-13993
-14975,-13970
-15013,-13980
-14988,-13952
-14984,-13998
-14986,-13982
-15010,-14007
-14991,-13970
-14986,-13998
-14995,-13994
-15008,-14008
-15001,-13987
-15018,-14014
-14991,-13975
-14994,-14016
-15001,-13994
-15016,-14023
-14999,-13991
-15026,-14005
-14994,-13976
-15000,-14021
-14995,-13985
-15025,-14032
-15012,-13983
-14981,-13997
-15009,-14006
-15021,-14029
-15003,-13991
-15017,-13997
-14982,-13947
-14963,-13955
-14972,-13933
-14982,-13949
-14969,-13900
-14980,-13924
-14954,-13884
-14952,-13926
-14966,-13899
-14988,-13942
-14963,-13904
-14950,-13925
-14975,-13922
-14973,-13947
-14981,-13926
-15002,-13950
-14982,-13918
-14973,-13933
-14985,-13930
-14996,-13960
-14984,-13931
-15017,-13951
-14976,-13917
-14969,-13948
-14982,-13932
-15002,-13954
-14977,-13914
-14966,-13935
-14976,-13933
-14988,-13938
-14976,-13919
-15000,-13945
-14967,-13906
-14964,-13932
-14980,-13926
-14993,-13958
-14991,-13938
-15004,-13952
-14976,-13920
-14976,-13954
-14990,-13936
-15002,-13962
-14980,-13941
-14979,-13950
-14993,-13944
-14992,-13962
-14988,-13931
-14996,-13969
-14973,-13920
-14963,-13940
-14979,-13929
-14985,-13950
-14977,-13922
-15003,-13937
-14973,-13904
-14964,-13943
-14977,-13917
-14996,-13939
-14969,-13919
-15007,-13919
-14959,-13879
-14946,-13887
-14949,-13854
-14952,-13875
-14931,-13825
-14913,-13819
-14919,-13816
-14935,-13844
-14924,-13806
-14945,-13823
-14925,-13793
-14909,-13832
-14927,-13814
-14943,-13839
-14936,-13812
-14957,-13838
-14929,-13806
-14922,-13834
-14937,-13817
-14944,-13847
-14929,-13808
-14930,-13818
-14940,-13820
-14942,-13847
-14931,-13816
-14949,-13829
-14929,-13805
-14912,-13821
-14927,-13814
-14938,-13826
-14922,-13805
-14945,-13821
-14919,-13788
-14916,-13822
-14936,-13809
-14937,-13847
-14921,-13803
-14918,-13791
-14931,-13824
-14932,-13833
-14939,-13821
-14947,-13830
-14925,-13807
-14918,-13836
-14924,-13820
-14944,-13847
-14924,-13810
-14951,-13829
-14931,-13808
-14915,-13835
-14926,-13821
-14943,-13852
-14922,-13823
-14953,-13841
-14913,-13808
-14914,-13842
-14931,-13820
-14939,-13843
-14930,-13823
-14926,-13822
-14925,-13822
-14945,-13845
-14923,-13831
-14943,-13856
-14926,-13820
-14908,-13838
-14932,-13832
-14927,-13847
-14916,-13806
-14932,-13798
-14886,-13766
-14882,-13785
-14896,-13768
-14896,-13777
-14879,-13746
-14865,-13767
-14881,-13766
-14895,-13789
-14887,-13771
-14900,-13805
-14894,-13772
-14877,-13789
-14900,-13780
-14911,-13813
-14893,-13786
-14920,-13804
-14884,-13782
-14887,-13810
-14897,-13796
-14908,-13827
-14897,-13795
-14926,-13828
-14878,-13788
-14886,-13822
-14898,-13809
-14910,-13839
-14895,-13800
-14883,-13820
-14889,-13814
-14912,-13842
-14894,-13815
-14924,-13847
-14891,-13824
-14885,-13842
-14906,-13839
-14913,-13856
-14910,-13832
-14931,-13856
-14897,-13825
-14894,-13874
-14916,-13855
-14921,-13884
-14904,-13854
-14893,-13882
-14919,-13873
-14926,-13900
-14913,-13870
-14938,-13892
-14908,-13857
-14909,-13906
-14919,-13880
-14932,-13906
-14918,-13884
-14920,-13904
-14918,-13902
-14942,-13931
-14919,-13901
-14942,-13920
-14917,-13885
-14904,-13909
-14913,-13890
-14919,-13902
-14899,-13856
-14915,-13868
-14882,-13826
-14868,-13848
-14881,-13844
-14906,-13851
-14883,-13835
-14872,-13866
-14887,-13848
-14903,-13882
-14887,-13861
-14917,-13871
-14897,-13856
-14888,-13881
-14903,-13875
-14915,-13903
-14899,-13876
-14920,-13895
-14901,-13872
-14904,-13896
-14918,-13890
-14927,-13899
-14910,-13867
-14894,-13891
-14908,-13880
-14913,-13898
-14907,-13876
-14928,-13886
-14902,-13870
-14900,-13885
-14904,-13873
-14919,-13905
-14909,-13867
-14940,-13903
-14914,-13868
-14903,-13908
-14914,-13901
-14936,-13895
-14914,-13880
-14914,-13907
-14914,-13894
-14931,-13912
-14917,-13893
-14944,-13908
-14916,-13876
-14922,-13909
-14918,-13895
-14944,-13907
-14911,-13878
-14917,-13908
-14920,-13900
-14936,-13916
-14924,-13906
-14938,-13909
-14918,-13878
-14906,-13906
-14921,-13869
-14932,-13891
-14892,-13844
-14872,-13852
-14888,-13837
-14893,-13841
-14888,-13804
-14890,-13834
-14873,-13804
-14874,-13830
-14878,-13816
-14902,-13849
-14890,-13825
-14908,-13847
-14896,-13825
-14884,-13864
-14903,-13847
-14926,-13886
-14905,-13855
-14892,-13866
-14904,-13859
-14906,-13876
-14918,-13844
-14926,-13873
-14900,-13847
-14893,-13850
-14898,-13847
-14909,-13872
-14899,-13843
-14915,-13864
-14889,-13821
-14884,-13854
-14896,-13844
-14907,-13860
-14889,-13835
-14881,-13848
-14897,-13844
-14892,-13870
-14898,-13833
-14913,-13855
-14894,-13829
-14891,-13856
-14901,-13841
-14907,-13869
-14900,-13841
-14921,-13852
-14906,-13828
-14888,-13851
-14901,-13846
-14917,-13867
-14906,-13841
-14924,-13843
-14895,-13819
-14900,-13853
-14909,-13836
-14906,-13866
-14891,-13826
