Red Value, IR Value
-17662,-16522
-17665,-16499
-17628,-16442
-17625,-16401
-17592,-16333
-17556,-16320
-17566,-16280
-17569,-16280
-17529,-16229
-17551,-16242
-17517,-16218
-17539,-16264
-17550,-16245
-17583,-16268
-17558,-16240
-17573,-16283
-17569,-16270
-17591,-16290
-17570,-16277
-17552,-16296
-17585,-16301
-17600,-16333
-17592,-16313
-17602,-16337
-17578,-16304
-17567,-16324
-17570,-16325
-17575,-16353
-17580,-16315
-17612,-16346
-17589,-16314
-17582,-16347
-17588,-16334
-17610,-16350
-17598,-16332
-17584,-16357
-17614,-16354
-17642,-16399
-17627,-16379
-17658,-16403
-17621,-16366
-17613,-16397
-17618,-16388
-17613,-16426
-17613,-16392
-17603,-16425
-17634,-16417
-17643,-16462
-17630,-16434
-17679,-16465
-17640,-16438
-17623,-16484
-17649,-16473
-17666,-16508
-17649,-16485
-17667,-16511
-17635,-16470
-17634,-16512
-17633,-16497
-17635,-16530
-17614,-16495
-17600,-16520
-17623,-16516
-17635,-16546
-17627,-16531
-17664,-16548
-17630,-16527
-17641,-16555
-17647,-16524
-17664,-16504
-17630,-16427
-17593,-16386
-17583,-16330
-17565,-16297
-17552,-16249
-17541,-16255
-17523,-16213
-17523,-16236
-17539,-16231
-17581,-16264
-17557,-16245
-17605,-16268
-17576,-16235
-17564,-16292
-17581,-16275
-17601,-16294
-17571,-16255
-17563,-16302
-17561,-16289
-17588,-16318
-17565,-16291
-17536,-16293
-17540,-16299
-17544,-16314
-17523,-16299
-17558,-16320
-17534,-16277
-17534,-16315
-17543,-16293
-17557,-16335
-17557,-16315
-17592,-16335
-17560,-16315
-17568,-16350
-17567,-16342
-17613,-16384
-17582,-16341
-17581,-16377
-17580,-16375
-17597,-16393
-17579,-16369
-17592,-16406
-17566,-16379
-17588,-16426
-17594,-16417
-17624,-16454
-17609,-16426
-17619,-16465
-17637,-16454
-17641,-16492
-17632,-16462
-17659,-16489
-17623,-16461
-17608,-16492
-17617,-16490
-17617,-16496
-17596,-16477
-17595,-16505
-17544,-16454
-17534,-16498
-17530,-16480
-17546,-16524
-17533,-16501
-17578,-16540
-17565,-16510
-17560,-16564
-17584,-16555
-17630,-16595
-17608,-16566
-17619,-16596
-17640,-16577
-17655,-16559
-17639,-16497
-17622,-16446
-17579,-16365
-17554,-16340
-17542,-16294
-17554,-16302
-17543,-16256
-17546,-16270
-17568,-16270
-17561,-16296
-17549,-16266
-17567,-16282
-17536,-16257
-17513,-16298
-17525,-16291
-17540,-16314
-17513,-16297
-17538,-16317
-17491,-16273
-17485,-16318
-17500,-16319
-17511,-16355
-17501,-16335
-17499,-16360
-17520,-16351
-17535,-16378
-17523,-16351
-17552,-16360
-17522,-16337
-17508,-16362
-17517,-16347
-17535,-16369
-17518,-16348
-17501,-16373
-17508,-16355
-17525,-16390
-17515,-16366
-17537,-16414
-17523,-16387
-17536,-16427
-17555,-16424
-17584,-16460
-17571,-16434
-17558,-16457
-17574,-16457
-17581,-16493
-17574,-16472
-17590,-16503
-17574,-16484
-17555,-16516
-17563,-16500
-17579,-16522
-17560,-16495
-17556,-16521
-17538,-16501
-17542,-16541
-17561,-16528
-17581,-16560
-17557,-16529
-17560,-16559
-17571,-16553
-17573,-16543
-17563,-16484
-17571,-16455
-17529,-16387
-17501,-16362
-17494,-16312
-17502,-16293
-17472,-16254
-17483,-16261
-17449,-16226
-17455,-16272
-17480,-16257
-17500,-16297
-17491,-16265
-17496,-16307
-17516,-16300
-17524,-16327
-17516,-16316
-17545,-16349
-17522,-16324
-17513,-16376
-17526,-16356
-17545,-16390
-17510,-16355
-17500,-16360
-17504,-16359
-17521,-16378
-17512,-16350
-17543,-16366
-17512,-16333
-17522,-16368
-17532,-16352
-17531,-16385
-17528,-16351
-17550,-16376
-17520,-16346
-17528,-16396
-17539,-16384
-17561,-16414
-17541,-16387
-17514,-16402
-17521,-16404
-17537,-16425
-17531,-16416
-17554,-16453
-17544,-16427
-17557,-16472
-17569,-16467
-17584,-16503
-17577,-16472
-17571,-16495
-17589,-16500
-17610,-16528
-17597,-16505
-17636,-16533
-17595,-16512
-17589,-16528
-17583,-16515
-17600,-16567
-17578,-16519
-17571,-16534
-17580,-16492
-17576,-16457
-17553,-16394
-17539,-16350
-17492,-16282
-17476,-16269
-17482,-16226
-17487,-16240
-17468,-16196
-17483,-16211
-17457,-16190
-17459,-16223
-17451,-16215
-17476,-16249
-17448,-16206
-17447,-16244
-17466,-16245
-17487,-16268
-17488,-16260
-17499,-16276
-17483,-16262
-17473,-16306
-17495,-16291
-17512,-16331
-17507,-16311
-17536,-16336
-17500,-16310
-17489,-16335
-17506,-16320
-17513,-16338
-17485,-16292
-17465,-16312
-17481,-16305
-17509,-16327
-17499,-16322
-17513,-16340
-17489,-16319
-17491,-16349
-17499,-16343
-17516,-16394
-17507,-16363
-17537,-16378
-17494,-16375
-17511,-16408
-17506,-16401
-17513,-16427
-17493,-16401
-17474,-16418
-17481,-16430
-17506,-16455
-17508,-16459
-17541,-16479
-17517,-16456
-17522,-16491
-17542,-16477
-17561,-16519
-17550,-16491
-17583,-16507
-17549,-16502
-17557,-16526
-17559,-16517
-17575,-16541
-17552,-16490
-17572,-16537
-17531,-16495
-17548,-16538
-17557,-16526
-17578,-16558
-17553,-16505
-17506,-16465
-17502,-16407
-17474,-16355
-17432,-16284
-17430,-16247
-17383,-16194
-17370,-16198
-17388,-16172
-17381,-16186
-17381,-16157
-17410,-16193
-17387,-16168
-17403,-16203
-17403,-16201
-17419,-16242
-17411,-16209
-17430,-16238
-17390,-16203
-17388,-16261
-17367,-16233
-17397,-16271
-17343,-16254
-17326,-16311
-17328,-16312
-17315,-16342
-17307,-16310
-17307,-16365
-17285,-16347
-17301,-16397
-17317,-16404
-17360,-16449
-17355,-16432
-17351,-16474
-17380,-16462
-17367,-16491
-17317,-16441
-17263,-16444
-17171,-16412
-17106,-16450
-17093,-16454
-17060,-16485
-17014,-16461
-16999,-16514
-16936,-16485
-16927,-16566
-16929,-16576
-16964,-16655
-16955,-16634
-16941,-16681
-16979,-16691
-16985,-16745
-16989,-16727
-17036,-16772
-17007,-16756
-17012,-16789
-17026,-16787
-17060,-16823
-17055,-16784
-17054,-16799
-17083,-16781
-17141,-16792
-17201,-16791
-17397,-16809
-17464,-16744
-17602,-16763
-17768,-16771
-17978,-16824
-18092,-16815
-18276,-16822
-18306,-16735
-18319,-16678
-18332,-16596
-18326,-16523
-18287,-16459
-18252,-16433
-18222,-16374
-18143,-16311
-18071,-16245
-17996,-16216
-17925,-16156
-17848,-16133
-17811,-16098
-17779,-16111
-17734,-16087
-17725,-16112
-17709,-16093
-17695,-16124
-17698,-16101
-17667,-16133
-17703,-16124
-17736,-16175
-17778,-16205
-17985,-16367
-18135,-16474
-18424,-16650
-18559,-16671
-18678,-16738
-18679,-16702
-18665,-16699
-18652,-16663
-18626,-16635
-18587,-16589
-18604,-16609
-18591,-16593
-18614,-16636
-18703,-16705
-18972,-16898
-19126,-16850
-19306,-16981
-19494,-17125
-19824,-17289
-19945,-17322
-20056,-17447
-19984,-17467
-20035,-17510
-20023,-17467
-20027,-17537
-20013,-17507
-20054,-17660
-20034,-17699
-19911,-17748
-19773,-17675
-19310,-17446
-18641,-17010
-17147,-16030
-15778,-15145
-13532,-13240
-11777,-11491
-8978,-8712
-7238,-6927
-4891,-4691
-3633,-3556
-2304,-2378
-1653,-1768
-997,-1176
-711,-859
-463,-594
-354,-444
-271,-341
-266,-293
-274,-285
-263,-249
-276,-265
-245,-223
-242,-256
-259,-236
-275,-268
-248,-224
-239,-247
-260,-239
-266,-255
-262,-231
-285,-254
-254,-221
-247,-252
-258,-242
-268,-260
-253,-237
-248,-251
-257,-240
-273,-261
-253,-235
-278,-249
-252,-229
-243,-248
-250,-239
-265,-260
-253,-237
-282,-246
-246,-226
-243,-255
-258,-236
-277,-258
-254,-232
-245,-239
-258,-241
-261,-248
-259,-229
-269,-262
-251,-230
-236,-244
-261,-243
-262,-267
-254,-238
-283,-253
-253,-228
-248,-246
-253,-246
-274,-259
-258,-234
-244,-253
-261,-244
-259,-252
-260,-236
-277,-247
-257,-232
-255,-252
-264,-231
-277,-261
-257,-232
-248,-254
-252,-243
-269,-266
-258,-235
-279,-250
-253,-227
-252,-248
-254,-242
-268,-258
-255,-237
-243,-228
-267,-241
-262,-261
-261,-234
-282,-251
-251,-230
-240,-253
-260,-238
-270,-259
-256,-228
-249,-247
-257,-243
-269,-272
-254,-231
-283,-252
-249,-220
-246,-249
-250,-235
-277,-261
-253,-228
-247,-250
-258,-237
-263,-250
-264,-232
-272,-244
-253,-226
-247,-254
-254,-238
-273,-266
-256,-233
-280,-255
-254,-231
-245,-250
-256,-236
-274,-259
-258,-233
-249,-249
-258,-235
-270,-267
-260,-234
-286,-254
-249,-222
-245,-250
-261,-239
-275,-262
-254,-230
-285,-247
-250,-227
-246,-263
-262,-239
-271,-256
-259,-235
-246,-254
-258,-237
-270,-255
-256,-237
-279,-251
-257,-228
-254,-246
-261,-241
-268,-258
-251,-233
-279,-258
-253,-223
-253,-249
-252,-236
-277,-254
-253,-235
-242,-239
-264,-238
-268,-261
-262,-233
-279,-252
-261,-231
-246,-247
-259,-238
-263,-263
-262,-232
-285,-254
-254,-220
-241,-261
-256,-234
-270,-254
-259,-235
-277,-260
-251,-218
-247,-247
-258,-239
-272,-260
-258,-227
-245,-252
-262,-244
-274,-268
-255,-238
-282,-251
-252,-219
-246,-249
-253,-233
-269,-259
-258,-232
-284,-259
-252,-224
-243,-252
-261,-233
-277,-269
-255,-228
-239,-251
-259,-237
-264,-259
-257,-240
-285,-255
-251,-227
-257,-256
-252,-239
-282,-257
-255,-227
-243,-238
-259,-243
-268,-264
-258,-240
-276,-257
-251,-229
-254,-251
-258,-236
-266,-257
-259,-229
-250,-245
-265,-241
-269,-258
-267,-240
-279,-248
-248,-223
-256,-249
-260,-234
-273,-265
-261,-235
-277,-252
-256,-221
-251,-250
-256,-237
-272,-263
-264,-225
-240,-242
-265,-239
-274,-259
-261,-234
-281,-253
-253,-231
-245,-251
-259,-238
-270,-262
-257,-239
-284,-261
-262,-228
-246,-254
-256,-236
-272,-270
-253,-228
-240,-245
-265,-239
-269,-258
-259,-229
-275,-247
-257,-224
-251,-251
-263,-245
-276,-263
-255,-241
-287,-253
-258,-226
-256,-254
-269,-238
-265,-266
-261,-233
-245,-246
-255,-244
-277,-262
-255,-234
-286,-256
-250,-221
-255,-261
-260,-234
-281,-264
-259,-235
-244,-251
-254,-240
-268,-259
-260,-232
-279,-254
-245,-232
-248,-251
-262,-247
-279,-270
-253,-230
-243,-227
-263,-241
-276,-262
-259,-235
-283,-258
-255,-226
-251,-251
-259,-243
-269,-253
-259,-245
-279,-261
-257,-222
-254,-252
-262,-233
-277,-262
-263,-229
-284,-254
-254,-222
-246,-256
-261,-229
-281,-264
-259,-233
-255,-242
-264,-237
-277,-262
-265,-240
-283,-261
-255,-231
-249,-250
-263,-240
-269,-266
-258,-233
-284,-253
-259,-223
-256,-262
-257,-241
-280,-265
-258,-239
-248,-243
-258,-238
-267,-263
-265,-236
-284,-269
-249,-234
-253,-242
-250,-243
-272,-264
-257,-233
-278,-256
-258,-230
-253,-259
-268,-237
-277,-268
-264,-231
-247,-245
-263,-241
-267,-254
-264,-232
-272,-271
-256,-228
-247,-254
-265,-244
-272,-269
-262,-235
-290,-254
-259,-229
-252,-248
-261,-244
-277,-263
-262,-244
-292,-256
-262,-219
-262,-252
-265,-236
-273,-275
-260,-227
-252,-252
-264,-237
-271,-255
-268,-237
-279,-248
-264,-232
-252,-255
-262,-235
-283,-263
-257,-232
-287,-252
-256,-218
-249,-260
-260,-233
-277,-270
-262,-230
-252,-246
-262,-236
-267,-254
-268,-238
-283,-255
-258,-234
-243,-244
-262,-250
-276,-264
-260,-236
-286,-250
-257,-227
-257,-254
-262,-227
-277,-263
-256,-235
-246,-228
-260,-242
-271,-255
-257,-235
-275,-246
-263,-230
-244,-251
-264,-240
-274,-263
-258,-236
-284,-256
-260,-227
-246,-249
-260,-241
-272,-268
-265,-232
-260,-234
-259,-232
-261,-263
-265,-248
-279,-255
-264,-227
-250,-252
-259,-244
-277,-260
-261,-232
-286,-252
-262,-221
-250,-245
-255,-244
-272,-270
-263,-230
-251,-238
-260,-238
-270,-258
-264,-233
-280,-257
-260,-225
-252,-254
-265,-239
-263,-256
-265,-235
-286,-247
-257,-225
-245,-250
-263,-244
-272,-266
-258,-230
-286,-259
-262,-227
-250,-253
-265,-242
-279,-259
-259,-230
-252,-253
-266,-247
-269,-263
-259,-239
-279,-247
-263,-234
-247,-254
-257,-242
-277,-273
-261,-230
-292,-255
-257,-226
-253,-265
-260,-238
-278,-263
-261,-231
-251,-247
-261,-241
-283,-255
-262,-240
-282,-250
-261,-222
-249,-250
-264,-244
-267,-266
-267,-232
-289,-257
-260,-222
-253,-254
-257,-232
-277,-269
-259,-236
-246,-240
-267,-237
-269,-257
-262,-240
-287,-262
-257,-226
-254,-244
-262,-239
-275,-275
-259,-243
-288,-256
-264,-219
-255,-247
-265,-239
-282,-268
-258,-236
-249,-245
-265,-247
-283,-260
-267,-243
-277,-263
-263,-226
-247,-256
-268,-236
-275,-259
-260,-232
-291,-251
-257,-220
-256,-262
-266,-237
-284,-258
-263,-232
-257,-250
-265,-247
-279,-272
-258,-235
-280,-258
-253,-214
-261,-260
-260,-237
-276,-268
-249,-233
-247,-248
-269,-239
-274,-265
-264,-235
-277,-249
-256,-226
-258,-252
-268,-238
-282,-269
-257,-234
-251,-248
-269,-237
-280,-254
-268,-234
-281,-255
-260,-222
-256,-253
-261,-244
-279,-272
-259,-229
-249,-248
-269,-243
-277,-261
-261,-239
-288,-255
-256,-221
-254,-251
-266,-240
-274,-259
-257,-236
-256,-261
-270,-237
-273,-266
-267,-239
-280,-264
-261,-234
-247,-247
-263,-240
-273,-268
-264,-242
-283,-261
-260,-231
-257,-255
-264,-242
-278,-265
-260,-235
-249,-243
-263,-232
-268,-261
-268,-242
-290,-255
-253,-225
-261,-256
-257,-238
-276,-270
-264,-235
-249,-263
-267,-235
-279,-264
-259,-228
-293,-251
-260,-231
-258,-255
-273,-238
-279,-261
-262,-239
-256,-245
-267,-242
-273,-265
-267,-238
-283,-250
-255,-223
-255,-251
-266,-248
-274,-267
-257,-233
-254,-243
-257,-242
-276,-266
-265,-240
-282,-247
-262,-228
-253,-265
-261,-243
-277,-268
-260,-230
-254,-253
-264,-244
-274,-267
-256,-231
-284,-257
-259,-224
-256,-250
-258,-249
-272,-275
-260,-228
-249,-250
-257,-245
-270,-264
-266,-241
-283,-256
-261,-231
-252,-251
-263,-238
-272,-263
-262,-234
-290,-256
-258,-214
-255,-259
-263,-239
-279,-267
-258,-244
-250,-251
-264,-247
-283,-261
-268,-239
-285,-250
-263,-228
-256,-250
-266,-241
-281,-267
-266,-230
-254,-248
-266,-244
-269,-264
-262,-238
-285,-252
-258,-224
-256,-254
-262,-242
-294,-263
-267,-234
-254,-245
-265,-244
-281,-256
-263,-234
-284,-246
-262,-234
-258,-251
-267,-241
-273,-264
-263,-234
-283,-258
-252,-228
-254,-253
-258,-236
-284,-262
-264,-230
-252,-244
-261,-246
-276,-261
-265,-242
-296,-245
-257,-235
-254,-256
-255,-239
-273,-264
-269,-237
-285,-256
-248,-213
-257,-258
-265,-236
-279,-265
-262,-231
-251,-231
-268,-238
-274,-262
-271,-237
-283,-258
-256,-232
-246,-247
-260,-234
-277,-261
-261,-233
-289,-261
-252,-220
-255,-259
-264,-237
-278,-274
-260,-235
-255,-252
-267,-247
-271,-261
-271,-239
-297,-248
-260,-225
-262,-257
-265,-244
-282,-266
-264,-232
-277,-267
-253,-219
-271,-259
-265,-237
-288,-258
-261,-230
-252,-254
-264,-236
-275,-260
-263,-228
-249,-226
-267,-244
-250,-261
-261,-237
-281,-262
-272,-229
-254,-249
-269,-248
-280,-253
-267,-232
-287,-257
-260,-220
-267,-254
-264,-242
-283,-261
-265,-234
-249,-246
-272,-243
-269,-258
-263,-229
-286,-250
-269,-230
-258,-252
-267,-241
-278,-267
-265,-236
-253,-250
-260,-247
-268,-267
-265,-236
-287,-257
-257,-221
-253,-259
-267,-241
-277,-262
-257,-232
-293,-258
-262,-223
-272,-266
-261,-241
-279,-268
-252,-239
-256,-249
-265,-243
-275,-266
-272,-236
-285,-248
-266,-229
-259,-258
-261,-242
-281,-264
-257,-231
-254,-254
-265,-242
-271,-260
-254,-235
-298,-259
-256,-231
-257,-254
-265,-246
-283,-254
-264,-232
-252,-251
-267,-252
-275,-271
-260,-234
-292,-253
-263,-225
-253,-255
-260,-236
-276,-261
-266,-239
-294,-248
-259,-234
-256,-258
-265,-245
-277,-258
-256,-233
-248,-260
-268,-244
-278,-269
-274,-232
-289,-257
-263,-231
-260,-260
-267,-243
-271,-277
-262,-236
-250,-234
-266,-239
-280,-266
-266,-234
-286,-257
-262,-229
-253,-250
-271,-237
-283,-268
-263,-238
-261,-250
-266,-245
-280,-274
-273,-248
-293,-283
-263,-260
-283,-407
-358,-602
-775,-1312
-1350,-2031
-2684,-3453
-3701,-4411
-5148,-5625
-5870,-6168
-6545,-6559
-6628,-6491
-6475,-6336
-6353,-6185
-6231,-6115
-6169,-6021
-6197,-6231
-6399,-6420
-6801,-6970
-7199,-7379
-7904,-8064
-8200,-8281
-8521,-8697
-8814,-8961
-9180,-9267
-9244,-9264
-9290,-9451
-9484,-9784
