Red Value, IR Value
-17236,-16447
-17258,-16478
-17244,-16440
-17259,-16481
-17234,-16440
-17237,-16477
-17245,-16467
-17261,-16505
-17223,-16468
-17224,-16488
-17240,-16489
-17249,-16515
-17237,-16491
-17256,-16522
-17235,-16487
-17249,-16532
-17247,-16521
-17272,-16568
-17254,-16530
-17246,-16557
-17273,-16550
-17279,-16576
-17267,-16563
-17295,-16578
-17261,-16559
-17275,-16581
-17274,-16568
-17297,-16591
-17265,-16554
-17259,-16580
-17278,-16556
-17284,-16594
-17278,-16580
-17311,-16603
-17286,-16578
-17292,-16616
-17313,-16613
-17325,-16639
-17312,-16608
-17309,-16628
-17318,-16626
-17325,-16643
-17321,-16623
-17340,-16642
-17319,-16619
-17320,-16655
-17320,-16642
-17343,-16660
-17315,-16638
-17342,-16641
-17302,-16589
-17284,-16588
-17297,-16535
-17297,-16511
-17260,-16433
-17245,-16419
-17229,-16392
-17239,-16370
-17225,-16348
-17240,-16351
-17211,-16306
-17203,-16340
-17215,-16314
-17233,-16341
-17213,-16308
-17214,-16329
-17216,-16324
-17232,-16333
-17226,-16317
-17243,-16346
-17216,-16321
-17239,-16355
-17242,-16357
-17262,-16382
-17254,-16348
-17246,-16362
-17251,-16362
-17275,-16387
-17252,-16361
-17276,-16370
-17250,-16349
-17250,-16384
-17263,-16371
-17274,-16401
-17260,-16375
-17294,-16407
-17253,-16377
-17270,-16420
-17266,-16404
-17292,-16426
-17271,-16408
-17257,-16441
-17282,-16430
-17289,-16458
-17281,-16444
-17308,-16460
-17271,-16442
-17271,-16472
-17284,-16466
-17314,-16499
-17293,-16466
-17313,-16506
-17284,-16463
-17287,-16511
-17298,-16494
-17315,-16527
-17300,-16491
-17292,-16499
-17306,-16513
-17307,-16541
-17304,-16517
-17337,-16557
-17307,-16517
-17296,-16560
-17316,-16538
-17321,-16578
-17312,-16539
-17335,-16565
-17305,-16534
-17311,-16575
-17314,-16561
-17332,-16564
-17305,-16502
-17278,-16508
-17281,-16465
-17286,-16435
-17261,-16389
-17261,-16358
-17226,-16318
-17216,-16338
-17225,-16321
-17236,-16344
-17219,-16300
-17198,-16321
-17219,-16312
-17235,-16335
-17219,-16311
-17237,-16318
-17222,-16293
-17213,-16331
-17220,-16309
-17239,-16355
-17221,-16335
-17257,-16367
-17231,-16342
-17234,-16384
-17256,-16369
-17251,-16385
-17240,-16355
-17227,-16367
-17239,-16370
-17242,-16386
-17248,-16380
-17261,-16394
-17246,-16368
-17233,-16413
-17241,-16399
-17268,-16419
-17243,-16409
-17266,-16435
-17252,-16417
-17247,-16455
-17267,-16440
-17288,-16490
-17260,-16458
-17294,-16501
-17270,-16483
-17274,-16524
-17281,-16511
-17298,-16550
-17272,-16521
-17271,-16537
-17282,-16543
-17285,-16576
-17285,-16553
-17313,-16580
-17291,-16556
-17281,-16579
-17302,-16561
-17316,-16586
-17297,-16568
-17332,-16584
-17293,-16554
-17296,-16594
-17307,-16581
-17323,-16612
-17315,-16588
-17301,-16616
-17319,-16618
-17329,-16637
-17320,-16612
-17346,-16638
-17317,-16616
-17319,-16632
-17328,-16607
-17328,-16596
-17302,-16545
-17313,-16509
-17277,-16472
-17250,-16466
-17259,-16444
-17269,-16455
-17263,-16422
-17243,-16435
-17262,-16422
-17262,-16455
-17263,-16426
-17278,-16448
-17260,-16421
-17259,-16459
-17273,-16458
-17283,-16483
-17270,-16452
-17259,-16494
-17279,-16486
-17285,-16523
-17284,-16505
-17304,-16522
-17285,-16501
-17268,-16528
-17282,-16513
-17303,-16547
-17284,-16519
-17308,-16535
-17284,-16499
-17279,-16548
-17294,-16532
-17312,-16554
-17288,-16530
-17287,-16552
-17295,-16540
-17302,-16564
-17305,-16547
-17323,-16567
-17310,-16537
-17294,-16551
-17317,-16554
-17339,-16564
-17327,-16531
-17357,-16552
-17321,-16515
-17318,-16562
-17337,-16526
-17352,-16558
-17328,-16519
-17317,-16547
-17327,-16533
-17342,-16560
-17325,-16532
-17348,-16549
-17323,-16523
-17317,-16560
-17329,-16546
-17341,-16581
-17315,-16557
-17313,-16583
-17338,-16566
-17338,-16588
-17322,-16547
-17338,-16531
-17301,-16483
-17286,-16473
-17282,-16447
-17282,-16427
-17265,-16376
-17270,-16375
-17233,-16334
-17226,-16369
-17236,-16350
-17254,-16380
-17240,-16346
-17223,-16366
-17241,-16357
-17249,-16376
-17240,-16361
-17263,-16380
-17242,-16357
-17231,-16401
-17264,-16396
-17273,-16431
-17261,-16411
-17294,-16439
-17257,-16408
-17272,-16434
-17266,-16417
-17276,-16447
-17266,-16415
-17282,-16433
-17256,-16405
-17260,-16443
-17263,-16422
-17293,-16457
-17271,-16433
-17259,-16456
-17279,-16451
-17285,-16478
-17280,-16448
-17304,-16480
-17271,-16450
-17278,-16491
-17290,-16483
-17302,-16526
-17284,-16491
-17278,-16531
-17294,-16518
-17311,-16542
-17299,-16511
-17308,-16542
-17296,-16516
-17286,-16561
-17296,-16554
-17323,-16582
-17306,-16557
-17301,-16574
-17312,-16580
-17326,-16614
-17307,-16573
-17340,-16614
-17307,-16573
-17307,-16623
-17320,-16612
-17337,-16638
-17313,-16602
-17315,-16639
-17325,-16639
-17338,-16654
-17339,-16631
-17352,-16664
-17330,-16632
-17326,-16674
-17340,-16657
-17362,-16682
-17335,-16638
-17322,-16631
-17330,-16612
-17324,-16597
-17312,-16533
-17304,-16493
-17262,-16440
-17252,-16427
-17246,-16409
-17254,-16412
-17234,-16379
-17213,-16396
-17225,-16382
-17249,-16392
-17228,-16366
-17248,-16382
-17234,-16359
-17227,-16380
-17237,-16357
-17235,-16395
-17229,-16360
-17261,-16389
-17231,-16368
-17240,-16419
-17241,-16410
-17262,-16446
-17251,-16401
-17244,-16425
-17252,-16423
-17272,-16438
-17257,-16414
-17274,-16426
-17247,-16414
-17236,-16442
-17258,-16424
-17271,-16465
-17257,-16436
-17287,-16452
-17255,-16431
-17249,-16469
-17268,-16464
-17291,-16493
-17274,-16465
-17257,-16484
-17270,-16479
-17296,-16502
-17275,-16478
