Red Value, IR Value
-17301,-18529
-17310,-18538
-17278,-18498
-17307,-18507
-17265,-18468
-17271,-18500
-17259,-18472
-17292,-18509
-17276,-18468
-17262,-18495
-17280,-18489
-17289,-18502
-17283,-18490
-17300,-18511
-17278,-18466
-17259,-18506
-17280,-18490
-17299,-18528
-17287,-18493
-17305,-18521
-17277,-18495
-17281,-18528
-17290,-18508
-17300,-18531
-17281,-18500
-17277,-18519
-17291,-18514
-17291,-18528
-17280,-18510
-17300,-18530
-17285,-18498
-17273,-18528
-17279,-18519
-17305,-18545
-17279,-18514
-17305,-18536
-17274,-18520
-17275,-18543
-17286,-18521
-17306,-18567
-17284,-18519
-17306,-18545
-17278,-18506
-17279,-18550
-17293,-18539
-17296,-18567
-17293,-18548
-17279,-18567
-17287,-18563
-17306,-18577
-17293,-18549
-17315,-18579
-17292,-18556
-17280,-18577
-17311,-18571
-17308,-18602
-17287,-18571
-17335,-18585
-17293,-18562
-17296,-18601
-17301,-18584
-17315,-18618
-17302,-18577
-17287,-18583
-17298,-18586
-17310,-18585
-17289,-18553
-17307,-18564
-17279,-18530
-17270,-18534
-17281,-18516
-17277,-18537
-17270,-18518
-17285,-18521
-17263,-18502
-17246,-18520
-17256,-18505
-17279,-18536
-17263,-18502
-17290,-18527
-17261,-18486
-17257,-18530
-17265,-18516
-17283,-18549
-17263,-18517
-17255,-18518
-17261,-18521
-17282,-18557
-17263,-18524
-17299,-18560
-17260,-18513
-17250,-18532
-17260,-18527
-17278,-18554
-17269,-18528
-17303,-18545
-17252,-18513
-17258,-18561
-17272,-18543
-17287,-18569
-17282,-18537
-17291,-18567
-17277,-18526
-17262,-18564
-17278,-18557
-17294,-18593
-17271,-18563
-17267,-18568
-17276,-18579
-17280,-18595
-17281,-18570
-17298,-18601
-17281,-18586
-17281,-18603
-17298,-18599
-17298,-18639
-17291,-18609
-17321,-18636
-17288,-18605
-17301,-18643
-17308,-18645
-17323,-18659
-17309,-18632
-17340,-18667
-17312,-18632
-17304,-18681
-17322,-18676
-17344,-18696
-17326,-18674
-17311,-18683
-17327,-18683
-17327,-18703
-17326,-18659
-17341,-18669
-17301,-18621
-17301,-18642
-17301,-18630
-17315,-18654
-17308,-18613
-17317,-18647
-17292,-18604
-17306,-18663
-17316,-18642
-17347,-18673
-17318,-18649
-17313,-18666
-17326,-18672
-17345,-18706
-17335,-18680
-17361,-18709
-17340,-18679
-17345,-18728
-17351,-18714
-17373,-18756
-17368,-18715
-17353,-18748
-17383,-18745
-17387,-18748
-17362,-18729
-17398,-18742
-17359,-18721
-17360,-18747
-17385,-18739
-17377,-18761
-17377,-18724
-17352,-18721
-17370,-18744
-17376,-18761
-17365,-18728
-17388,-18759
-17361,-18731
-17355,-18753
-17365,-18740
-17369,-18782
-17354,-18745
-17390,-18759
-17352,-18743
-17352,-18767
-17365,-18770
-17379,-18799
-17368,-18769
-17385,-18813
-17367,-18779
-17362,-18830
-17386,-18811
-17408,-18841
-17385,-18812
-17388,-18835
-17391,-18824
-17400,-18836
-17378,-18804
-17408,-18809
-17366,-18760
-17383,-18790
-17365,-18777
-17395,-18782
-17367,-18760
-17358,-18796
-17353,-18778
-17382,-18801
-17367,-18783
-17390,-18803
-17370,-18760
-17362,-18786
-17365,-18774
-17386,-18793
-17364,-18756
-17352,-18784
-17363,-18768
-17360,-18778
-17349,-18746
-17362,-18766
-17336,-18721
-17326,-18755
-17343,-18728
-17355,-18749
-17332,-18724
-17314,-18731
-17331,-18722
-17340,-18746
-17334,-18714
-17352,-18736
-17324,-18710
-17322,-18742
-17330,-18730
-17348,-18754
-17332,-18721
-17354,-18753
-17320,-18721
-17329,-18769
-17328,-18740
-17351,-18766
-17321,-18732
-17311,-18756
-17336,-18748
-17342,-18768
-17332,-18751
-17360,-18761
-17321,-18737
-17326,-18768
-17331,-18761
-17348,-18787
-17344,-18742
-17319,-18784
-17327,-18752
-17344,-18767
-17321,-18733
-17346,-18721
-17314,-18704
-17288,-18700
-17311,-18690
-17316,-18718
-17300,-18674
-17322,-18703
-17299,-18666
-17288,-18693
-17299,-18680
-17304,-18703
-17293,-18671
-17317,-18685
-17278,-18659
-17285,-18693
-17288,-18677
-17311,-18703
-17302,-18681
-17316,-18697
-17294,-18664
-17294,-18704
-17284,-18681
-17323,-18715
-17285,-18669
-17321,-18705
-17294,-18675
-17283,-18708
-17302,-18682
-17307,-18713
-17295,-18684
