Red Value, IR Value
-15918,-15497
-15900,-15464
-15919,-15498
-15900,-15443
-15891,-15467
-15890,-15447
-15890,-15421
-15861,-15385
-15866,-15357
-15838,-15306
-15816,-15341
-15830,-15309
-15836,-15344
-15827,-15313
-15818,-15335
-15844,-15334
-15849,-15346
-15842,-15314
-15865,-15332
-15828,-15301
-15840,-15320
-15844,-15318
-15862,-15358
-15844,-15324
-15875,-15367
-15850,-15335
-15854,-15382
-15857,-15371
-15887,-15399
-15865,-15364
-15884,-15405
-15860,-15372
-15869,-15424
-15882,-15418
-15896,-15456
-15875,-15429
-15878,-15452
-15890,-15451
-15896,-15464
-15885,-15427
-15907,-15444
-15883,-15413
-15861,-15431
-15890,-15430
-15901,-15460
-15900,-15433
-15915,-15452
-15888,-15432
-15893,-15472
-15897,-15452
-15914,-15479
-15895,-15444
-15884,-15465
-15909,-15462
-15917,-15488
-15904,-15474
-15928,-15501
-15906,-15471
-15908,-15521
-15912,-15511
-15937,-15556
-15922,-15528
-15953,-15544
-15916,-15518
-15916,-15527
-15918,-15480
-15920,-15469
-15877,-15400
-15856,-15397
-15853,-15363
-15866,-15376
-15841,-15339
-15860,-15359
-15848,-15329
-15845,-15380
-15853,-15368
-15881,-15397
-15851,-15379
-15852,-15398
-15863,-15394
-15883,-15417
-15868,-15393
-15894,-15418
-15870,-15394
-15875,-15418
-15874,-15406
-15907,-15440
-15882,-15402
-15867,-15424
-15890,-15416
-15891,-15441
-15897,-15425
-15912,-15447
-15877,-15424
-15880,-15459
-15899,-15456
-15901,-15476
-15906,-15452
-15923,-15490
-15898,-15459
-15903,-15507
-15910,-15501
-15940,-15533
-15923,-15508
-15920,-15534
-15939,-15517
-15941,-15553
-15934,-15540
-15969,-15573
-15933,-15550
-15945,-15593
-15954,-15584
-15975,-15613
-15964,-15579
-15946,-15610
-15958,-15604
-15987,-15636
-15964,-15623
-15994,-15648
-15976,-15627
-15961,-15652
-15986,-15641
-16000,-15672
-15990,-15640
-16007,-15659
-15965,-15606
-15952,-15614
-15956,-15573
-15954,-15569
-15939,-15512
-15906,-15530
-15918,-15503
-15934,-15526
-15922,-15500
-15948,-15528
-15925,-15516
-15932,-15563
-15935,-15552
-15971,-15606
-15948,-15575
-15945,-15606
-15959,-15605
-15972,-15630
-15968,-15633
-16000,-15641
-15972,-15623
-15970,-15671
-15986,-15653
-15993,-15678
-15980,-15659
-16011,-15673
-15985,-15644
-15965,-15676
-15990,-15656
-15999,-15681
-15977,-15634
-15973,-15635
-15984,-15657
-15978,-15671
-15993,-15664
-16006,-15692
-15990,-15669
-15989,-15693
-15993,-15674
-16012,-15706
-16001,-15683
-16029,-15698
-15996,-15683
-16008,-15722
-16012,-15706
-16035,-15743
-16014,-15714
-16010,-15736
-16019,-15733
-16030,-15738
-16016,-15726
-16049,-15755
-16017,-15711
-16008,-15744
-16024,-15716
-16021,-15723
-16003,-15665
-16018,-15644
-15966,-15585
-15949,-15584
-15947,-15556
-15954,-15576
-15946,-15540
-15965,-15572
-15941,-15531
-15945,-15582
-15958,-15581
-15972,-15619
-15970,-15585
-15960,-15618
-15980,-15624
-15997,-15649
-15989,-15632
-16017,-15669
-15998,-15647
-15992,-15672
-16002,-15667
-16018,-15686
-16005,-15654
-16018,-15673
-15984,-15640
-15991,-15662
-15991,-15646
-16012,-15677
-16005,-15651
-16023,-15678
-15997,-15637
-16003,-15673
-16005,-15661
-16031,-15694
-16007,-15667
-15995,-15685
-16011,-15686
-16030,-15702
-16010,-15683
-16035,-15710
-16014,-15678
-16001,-15705
-16020,-15701
-16037,-15717
-16027,-15703
-16046,-15728
-16021,-15687
-16013,-15715
-16031,-15712
-16037,-15725
-16023,-15684
-16039,-15669
-15995,-15604
-15965,-15596
-15967,-15558
-15965,-15556
-15943,-15508
-15966,-15531
-15941,-15504
-15948,-15530
-15953,-15523
-15973,-15552
-15957,-15522
-15944,-15544
-15971,-15544
-15947,-15567
-15976,-15550
-15986,-15584
-15975,-15556
-15968,-15573
-15980,-15579
-15997,-15609
-15993,-15570
