Red Value, IR Value
-16302,-15476
-16302,-15509
-16265,-15464
-16258,-15507
-16266,-15489
-16275,-15521
-16262,-15505
-16275,-15527
-16251,-15504
-16262,-15524
-16277,-15504
-16285,-15529
-16266,-15488
-16269,-15496
-16269,-15485
-16265,-15504
-16259,-15478
-16276,-15502
-16253,-15468
-16229,-15478
-16227,-15459
-16225,-15429
-16197,-15366
-16181,-15319
-16135,-15257
-16113,-15239
-16113,-15218
-16120,-15243
-16112,-15206
-16137,-15230
-16105,-15215
-16117,-15260
-16132,-15250
-16159,-15304
-16162,-15264
-16141,-15298
-16156,-15307
-16184,-15325
-16170,-15318
-16192,-15354
-16172,-15329
-16170,-15368
-16198,-15359
-16211,-15397
-16192,-15350
-16183,-15372
-16186,-15359
-16196,-15367
-16187,-15355
-16216,-15358
-16181,-15321
-16183,-15364
-16182,-15335
-16204,-15365
-16195,-15334
-16219,-15348
-16196,-15325
-16208,-15362
-16217,-15344
-16240,-15373
-16221,-15337
-16220,-15357
-16231,-15350
-16233,-15372
-16230,-15349
-16261,-15382
-16233,-15339
-16223,-15368
-16232,-15370
-16248,-15394
-16236,-15368
-16256,-15401
-16239,-15370
-16235,-15401
-16250,-15387
-16259,-15399
-16222,-15338
-16199,-15309
-16177,-15270
-16153,-15252
-16145,-15198
-16147,-15199
-16113,-15171
-16100,-15205
-16104,-15193
-16122,-15221
-16106,-15195
-16123,-15231
-16112,-15211
-16101,-15228
-16124,-15210
-16151,-15245
-16131,-15213
-16166,-15225
-16136,-15214
-16139,-15248
-16152,-15232
-16181,-15274
-16162,-15235
-16148,-15244
-16153,-15234
-16168,-15247
-16151,-15233
-16159,-15243
-16139,-15216
-16135,-15244
-16151,-15239
-16154,-15281
-16142,-15244
-16177,-15281
-16160,-15258
-16151,-15295
-16164,-15295
-16177,-15315
-16172,-15292
-16200,-15327
-16172,-15287
-16168,-15325
-16189,-15300
-16214,-15352
-16202,-15306
-16185,-15326
-16218,-15317
-16229,-15345
-16225,-15322
-16254,-15354
-16230,-15343
-16219,-15352
-16245,-15352
-16268,-15388
-16255,-15356
-16284,-15381
-16256,-15344
-16251,-15365
-16260,-15340
-16259,-15311
-16237,-15241
-16238,-15209
-16200,-15154
-16180,-15145
-16189,-15108
-16211,-15128
-16184,-15090
-16186,-15116
-16191,-15113
-16226,-15150
-16227,-15125
-16235,-15143
-16232,-15121
-16224,-15154
-16229,-15158
-16235,-15186
-16215,-15160
-16257,-15209
-16234,-15184
-16245,-15248
-16240,-15223
-16265,-15246
-16238,-15231
-16226,-15259
-16228,-15255
-16228,-15272
-16206,-15235
-16229,-15257
-16192,-15216
-16173,-15255
-16176,-15247
-16195,-15284
-16179,-15250
-16165,-15261
-16184,-15260
-16206,-15286
-16193,-15258
-16226,-15278
-16202,-15248
-16204,-15276
-16222,-15258
-16237,-15282
-16234,-15252
-16250,-15262
-16227,-15233
-16221,-15261
-16224,-15255
-16233,-15291
-16222,-15242
-16217,-15263
-16226,-15259
-16238,-15283
-16233,-15274
-16258,-15294
-16227,-15269
-16217,-15307
-16218,-15287
-16251,-15342
-16217,-15310
-16202,-15334
-16216,-15329
-16215,-15341
-16199,-15318
-16200,-15274
-16165,-15200
-16123,-15181
-16113,-15133
-16107,-15119
-16097,-15077
-16124,-15093
-16098,-15067
-16094,-15109
-16116,-15096
-16131,-15138
-16117,-15119
-16147,-15147
-16125,-15114
-16106,-15157
-16126,-15143
-16136,-15164
-16137,-15146
-16126,-15176
-16144,-15172
-16178,-15206
-16173,-15178
-16183,-15206
-16166,-15174
-16155,-15201
-16174,-15174
-16195,-15208
-16180,-15166
-16186,-15182
-16191,-15170
-16197,-15189
-16194,-15171
-16214,-15196
-16193,-15166
-16182,-15213
-16194,-15206
-16221,-15233
-16210,-15212
-16204,-15238
-16219,-15242
-16231,-15255
-16233,-15247
-16252,-15295
-16229,-15252
-16213,-15288
-16209,-15289
-16224,-15308
-16209,-15306
-16222,-15330
-16186,-15292
-16186,-15336
-16201,-15315
-16205,-15356
-16194,-15321
-16179,-15337
-16189,-15335
-16198,-15360
-16190,-15341
-16208,-15361
-16175,-15316
-16181,-15351
-16197,-15321
-16208,-15355
-16187,-15320
-16204,-15328
-16181,-15285
-16168,-15282
-16155,-15217
-16151,-15191
-16112,-15117
-16074,-15097
-16085,-15072
-16084,-15098
-16080,-15062
-16099,-15092
-16057,-15072
-16066,-15124
-16067,-15122
-16087,-15157
-16085,-15135
-16074,-15163
-16094,-15154
-16103,-15170
-16092,-15145
-16130,-15179
-16105,-15138
-16111,-15177
-16130,-15155
-16168,-15177
-16158,-15141
-16154,-15161
-16185,-15152
-16212,-15164
-16199,-15140
-16229,-15152
-16195,-15130
-16199,-15166
-16212,-15146
-16228,-15188
-16205,-15161
-16245,-15189
-16214,-15177
-16209,-15212
-16228,-15196
-16247,-15242
-16225,-15199
-16235,-15221
-16236,-15223
-16259,-15240
-16255,-15220
-16292,-15250
-16269,-15224
-16257,-15260
-16274,-15247
-16304,-15273
-16279,-15252
-16269,-15271
-16290,-15275
-16298,-15302
-16299,-15271
-16311,-15303
-16275,-15285
-16273,-15330
-16285,-15320
-16311,-15355
-16295,-15334
-16281,-15334
-16297,-15332
-16264,-15310
-16252,-15250
-16237,-15212
-16180,-15135
-16128,-15114
-16127,-15090
-16114,-15100
-16109,-15071
-16120,-15115
-16092,-15081
-16091,-15131
-16098,-15121
-16119,-15156
-16107,-15134
-16104,-15149
-16124,-15140
-16127,-15178
-16126,-15128
-16143,-15151
-16122,-15141
-16120,-15172
-16129,-15172
-16156,-15197
-16141,-15153
-16137,-15179
-16147,-15159
-16158,-15183
-16141,-15147
-16163,-15167
-16133,-15136
-16136,-15170
-16146,-15167
-16156,-15201
-16131,-15170
-16126,-15201
-16153,-15199
-16167,-15235
-16162,-15204
-16182,-15230
-16170,-15198
-16158,-15231
-16175,-15228
-16202,-15247
-16174,-15218
-16169,-15243
-16191,-15238
-16194,-15257
-16202,-15233
-16225,-15264
-16204,-15240
-16203,-15254
-16207,-15257
-16225,-15285
-16218,-15250
-16200,-15263
-16224,-15261
-16224,-15283
-16221,-15272
-16258,-15279
-16228,-15259
-16214,-15287
-16241,-15277
-16238,-15314
-16230,-15272
-16244,-15318
-16222,-15294
-16222,-15332
-16233,-15330
-16244,-15353
-16237,-15330
-16254,-15362
-16221,-15305
-16216,-15305
-16203,-15242
-16187,-15214
-16160,-15141
-16129,-15103
-16124,-15083
-16128,-15090
-16120,-15070
-16130,-15081
-16109,-15062
-16115,-15088
-16124,-15075
-16140,-15124
-16129,-15089
-16154,-15117
-16122,-15091
-16128,-15131
-16125,-15106
-16150,-15149
-16138,-15131
-16131,-15157
-16152,-15169
-16160,-15207
-16155,-15191
-16181,-15229
-16151,-15186
-16138,-15215
-16152,-15213
-16153,-15223
-16139,-15195
-16155,-15215
-16136,-15188
-16134,-15212
-16128,-15208
-16158,-15238
-16127,-15220
-16152,-15257
-16128,-15226
-16119,-15282
-16149,-15285
-16168,-15340
-16169,-15330
-16173,-15379
-16195,-15391
-16223,-15425
-16203,-15411
-16235,-15436
-16209,-15404
-16202,-15419
-16221,-15408
-16230,-15417
-16205,-15371
-16235,-15384
-16201,-15330
-16196,-15372
-16200,-15343
-16222,-15374
-16210,-15332
-16198,-15330
-16222,-15347
-16236,-15358
-16247,-15344
-16263,-15354
-16239,-15330
-16252,-15355
-16263,-15341
-16280,-15360
-16273,-15334
-16297,-15364
-16284,-15333
-16267,-15360
-16295,-15342
-16293,-15336
-16273,-15282
-16279,-15237
-16257,-15186
-16242,-15169
-16254,-15124
-16275,-15137
-16255,-15093
-16255,-15112
-16265,-15118
-16267,-15144
-16271,-15141
-16273,-15182
-16261,-15146
-16252,-15195
-16262,-15189
-16273,-15220
-16254,-15192
-16295,-15218
-16262,-15195
-16274,-15251
-16268,-15227
-16292,-15262
-16265,-15234
-16260,-15275
-16265,-15272
-16269,-15293
-16244,-15270
-16249,-15296
-16222,-15252
-16201,-15286
-16198,-15285
-16209,-15319
-16189,-15294
-16167,-15301
-16193,-15300
-16207,-15317
-16190,-15292
-16217,-15318
-16178,-15277
-16192,-15312
-16197,-15287
-16208,-15323
-16203,-15282
-16182,-15313
-16197,-15293
-16217,-15328
-16200,-15301
-16222,-15318
-16193,-15282
-16194,-15326
-16215,-15313
-16220,-15345
-16208,-15316
-16201,-15342
-16213,-15341
-16242,-15365
-16221,-15335
-16250,-15350
-16228,-15333
-16211,-15364
-16233,-15344
-16243,-15364
-16237,-15332
-16255,-15353
-16227,-15320
-16229,-15331
-16245,-15325
-16256,-15347
-16242,-15304
-16258,-15319
-16227,-15255
-16208,-15251
-16209,-15207
-16209,-15176
-16172,-15124
-16150,-15117
-16152,-15093
-16158,-15108
-16149,-15080
-16164,-15124
-16155,-15088
-16136,-15116
-16153,-15116
-16187,-15135
-16174,-15106
-16182,-15127
-16157,-15092
-16164,-15131
-16181,-15102
-16188,-15148
-16166,-15127
-16169,-15146
-16186,-15155
-16205,-15178
-16192,-15164
-16206,-15187
-16179,-15152
-16175,-15193
-16195,-15164
-16199,-15215
-16180,-15178
-16172,-15213
-16185,-15219
-16200,-15249
-16196,-15244
-16232,-15279
-16195,-15257
-16201,-15331
-16208,-15320
-16236,-15369
-16215,-15336
-16222,-15385
-16230,-15386
-16238,-15418
-16237,-15406
-16255,-15436
-16238,-15408
-16234,-15430
-16245,-15429
-16261,-15447
-16240,-15414
-16229,-15392
-16243,-15398
-16242,-15412
-16242,-15373
-16253,-15382
-16228,-15360
-16228,-15366
-16240,-15371
-16259,-15387
-16240,-15363
-16265,-15397
-16244,-15351
-16241,-15390
-16254,-15386
-16269,-15420
-16259,-15381
-16279,-15383
-16241,-15320
-16218,-15311
-16209,-15272
-16209,-15260
-16188,-15218
-16174,-15223
-16183,-15207
-16197,-15224
-16184,-15193
-16226,-15221
-16192,-15188
-16202,-15238
-16203,-15223
-16226,-15263
-16210,-15229
-16201,-15260
-16225,-15250
-16244,-15299
-16236,-15290
-16279,-15332
-16242,-15328
-16247,-15364
-16267,-15372
-16267,-15415
-16276,-15396
-16288,-15442
-16259,-15418
-16264,-15453
-16257,-15450
-16267,-15472
-16258,-15457
-16291,-15478
-16255,-15437
-16266,-15497
-16267,-15451
-16298,-15479
-16272,-15457
-16272,-15486
-16283,-15477
-16306,-15505
-16280,-15469
-16303,-15504
-16272,-15470
-16277,-15515
-16280,-15497
-16303,-15539
-16282,-15505
-16267,-15518
-16292,-15536
-16302,-15549
-16280,-15536
-16306,-15562
-16284,-15543
-16273,-15587
-16292,-15574
-16296,-15615
-16294,-15604
-16325,-15650
-16290,-15635
-16303,-15670
-16316,-15657
-16315,-15682
-16298,-15626
-16302,-15594
-16257,-15513
-16241,-15491
-16224,-15452
-16227,-15432
-16192,-15394
